InventoryID,SnapshotDateKey,WarehouseID,ProductID,OpeningStock,ReceivedStock,SoldStock,DamagedStock,ClosingStock,ReorderLevel,StockStatus
INV00001693,20260625,W000008,P000167,1272,85,703,4,650,250,Healthy
INV00001694,20260625,W000008,P000168,1427,27,996,8,450,250,Medium Stock
INV00001695,20260625,W000008,P000169,945,237,897,7,278,250,Medium Stock
INV00001696,20260625,W000008,P000146,892,256,344,2,802,250,Healthy
INV00001697,20260625,W000008,P000143,1399,356,628,6,1121,250,Healthy
INV00001698,20260625,W000008,P000144,1223,165,738,0,650,250,Healthy
INV00001699,20260625,W000008,P000145,983,232,847,3,365,250,Medium Stock
INV00001700,20260625,W000008,P000150,1265,46,518,5,788,250,Healthy
INV00001701,20260625,W000008,P000147,1464,364,700,1,1127,250,Healthy
INV00001702,20260625,W000008,P000148,893,58,650,10,291,250,Medium Stock
INV00001703,20260625,W000008,P000149,1171,43,778,6,430,250,Medium Stock
INV00001704,20260625,W000008,P000166,1323,313,1299,2,335,250,Medium Stock
INV00001705,20260625,W000008,P000163,1187,281,682,0,786,250,Healthy
INV00001706,20260625,W000008,P000164,974,171,808,10,327,250,Medium Stock
INV00001707,20260625,W000008,P000165,953,83,355,2,679,250,Healthy
INV00001708,20260625,W000008,P000162,852,214,528,4,534,250,Healthy
INV00001709,20260625,W000008,P000159,1256,147,921,2,480,250,Medium Stock
INV00001710,20260625,W000008,P000160,920,67,404,0,583,250,Healthy
INV00001711,20260625,W000008,P000161,1437,391,883,0,945,250,Healthy
INV00001712,20260625,W000008,P000121,1269,254,1179,7,337,250,Medium Stock
INV00001713,20260625,W000008,P000120,1356,2,893,7,458,250,Medium Stock
INV00001714,20260625,W000008,P000119,1043,111,832,10,312,250,Medium Stock
INV00001715,20260625,W000008,P000122,1287,232,722,7,790,250,Healthy
INV00001716,20260625,W000008,P000125,881,3,426,8,450,250,Medium Stock
INV00001717,20260625,W000008,P000124,1084,317,923,8,470,250,Medium Stock
INV00001718,20260625,W000008,P000123,1012,25,396,2,639,250,Healthy
INV00001719,20260625,W000008,P000126,856,178,243,2,789,250,Healthy
INV00001720,20260625,W000008,P000137,833,170,791,9,203,250,Low Stock
INV00001721,20260625,W000008,P000136,1105,169,343,0,931,250,Healthy
INV00001722,20260625,W000008,P000135,911,213,406,2,716,250,Healthy
INV00001723,20260625,W000008,P000138,1488,145,951,10,672,250,Healthy
INV00001724,20260625,W000008,P000141,1409,293,1146,8,548,250,Healthy
INV00001725,20260625,W000008,P000140,981,233,834,5,375,250,Medium Stock
INV00001726,20260625,W000008,P000139,836,23,477,5,377,250,Medium Stock
INV00001727,20260625,W000008,P000142,1177,194,343,6,1022,250,Healthy
INV00001728,20260625,W000008,P000133,1363,33,578,7,811,250,Healthy
INV00001729,20260625,W000008,P000132,937,62,480,5,514,250,Healthy
INV00001730,20260625,W000008,P000131,1339,211,847,3,700,250,Healthy
INV00001731,20260625,W000008,P000134,1014,29,319,9,715,250,Healthy
INV00001732,20260625,W000008,P000129,1444,270,521,7,1186,250,Healthy
INV00001733,20260625,W000008,P000128,1419,403,952,6,864,250,Healthy
INV00001734,20260625,W000008,P000127,1423,162,582,8,995,250,Healthy
INV00001735,20260625,W000008,P000130,1388,319,1065,2,640,250,Healthy
INV00001736,20260625,W000008,P000181,1429,288,1359,8,350,250,Medium Stock
INV00001737,20260625,W000008,P000182,1447,254,844,2,855,250,Healthy
INV00001738,20260625,W000008,P000183,1424,119,1033,4,506,250,Healthy
INV00001739,20260625,W000008,P000184,998,0,320,0,678,250,Healthy
INV00001740,20260625,W000008,P000185,1276,320,1134,1,461,250,Medium Stock
INV00001741,20260625,W000008,P000186,1012,212,667,0,557,250,Healthy
INV00001742,20260625,W000008,P000178,1141,179,837,10,473,250,Medium Stock
INV00001743,20260625,W000008,P000179,1017,5,410,4,608,250,Healthy
INV00001744,20260625,W000008,P000180,1060,34,533,4,557,250,Healthy
INV00001745,20260625,W000008,P000175,1318,281,650,0,949,250,Healthy
INV00001746,20260625,W000008,P000176,916,170,566,6,514,250,Healthy
INV00001747,20260625,W000008,P000177,1382,315,1322,0,375,250,Medium Stock
INV00001748,20260625,W000008,P000187,979,99,553,5,520,250,Healthy
INV00001749,20260625,W000008,P000189,1488,245,1317,0,416,250,Medium Stock
INV00001750,20260625,W000008,P000188,1461,69,799,2,729,250,Healthy
INV00001751,20260625,W000008,P000195,1442,235,1248,8,421,250,Medium Stock
INV00001752,20260625,W000008,P000194,1143,236,1077,6,296,250,Medium Stock
INV00001753,20260625,W000008,P000193,857,153,780,10,220,250,Low Stock
INV00001754,20260625,W000008,P000192,1123,284,829,0,578,250,Healthy
INV00001755,20260625,W000008,P000191,1013,295,962,5,341,250,Medium Stock
INV00001756,20260625,W000008,P000190,1162,33,391,4,800,250,Healthy
INV00001757,20260625,W000009,P000070,831,86,567,10,340,250,Medium Stock
INV00001758,20260625,W000009,P000071,1347,84,870,9,552,250,Healthy
INV00001759,20260625,W000009,P000072,1198,95,867,1,425,250,Medium Stock
INV00001760,20260625,W000009,P000067,1115,161,981,0,295,250,Medium Stock
INV00001761,20260625,W000009,P000068,1078,211,345,7,937,250,Healthy
INV00001762,20260625,W000009,P000069,1043,190,708,4,521,250,Healthy
INV00001763,20260625,W000009,P000079,1021,268,566,2,721,250,Healthy
INV00001764,20260625,W000009,P000080,914,191,259,3,843,250,Healthy
INV00001765,20260625,W000009,P000081,894,227,742,0,379,250,Medium Stock
INV00001766,20260625,W000009,P000082,1294,256,467,3,1080,250,Healthy
INV00001767,20260625,W000009,P000083,1148,247,1029,8,358,250,Medium Stock
INV00001768,20260625,W000009,P000084,1117,167,402,1,881,250,Healthy
INV00001769,20260625,W000009,P000076,1328,346,469,3,1202,250,Healthy
INV00001770,20260625,W000009,P000077,837,117,586,8,360,250,Medium Stock
INV00001771,20260625,W000009,P000078,918,2,502,0,418,250,Medium Stock
INV00001772,20260625,W000009,P000073,1408,44,631,7,814,250,Healthy
INV00001773,20260625,W000009,P000074,847,26,493,0,380,250,Medium Stock
INV00001774,20260625,W000009,P000075,1391,388,994,10,775,250,Healthy
INV00001775,20260625,W000009,P000063,1014,164,440,3,735,250,Healthy
INV00001776,20260625,W000009,P000062,1093,141,791,5,438,250,Medium Stock
INV00001777,20260625,W000009,P000061,1251,343,438,4,1152,250,Healthy
INV00001778,20260625,W000009,P000066,952,80,486,1,545,250,Healthy
INV00001779,20260625,W000009,P000065,815,159,767,8,199,250,Low Stock
INV00001780,20260625,W000009,P000064,904,105,756,5,248,250,Low Stock
INV00001781,20260625,W000009,P000060,1362,163,582,2,941,250,Healthy
INV00001782,20260625,W000009,P000059,1090,293,526,2,855,250,Healthy
INV00001783,20260625,W000009,P000058,872,159,552,8,471,250,Medium Stock
INV00001784,20260625,W000009,P000057,1254,25,388,0,891,250,Healthy
INV00001785,20260625,W000009,P000056,1282,345,376,1,1250,250,Healthy
INV00001786,20260625,W000009,P000055,1192,27,331,6,882,250,Healthy
INV00001787,20260625,W000009,P000039,1201,91,979,9,304,250,Medium Stock
INV00001788,20260625,W000009,P000038,1406,322,1258,9,461,250,Medium Stock
INV00001789,20260625,W000009,P000037,1164,159,604,3,716,250,Healthy
INV00001790,20260625,W000009,P000042,1486,414,1472,1,427,250,Medium Stock
INV00001791,20260625,W000009,P000041,1276,290,447,1,1118,250,Healthy
INV00001792,20260625,W000009,P000040,1279,49,731,4,593,250,Healthy
INV00001793,20260625,W000009,P000045,1500,329,1318,7,504,250,Healthy
INV00001794,20260625,W000009,P000044,1037,114,377,9,765,250,Healthy
INV00001795,20260625,W000009,P000043,1064,186,651,2,597,250,Healthy
INV00001796,20260625,W000009,P000048,1481,169,1137,5,508,250,Healthy
INV00001797,20260625,W000009,P000047,1264,249,332,1,1180,250,Healthy
INV00001798,20260625,W000009,P000046,1286,57,627,7,709,250,Healthy
INV00001799,20260625,W000009,P000051,1272,87,560,5,794,250,Healthy
INV00001800,20260625,W000009,P000050,1418,294,602,8,1102,250,Healthy
INV00001801,20260625,W000009,P000049,905,207,331,5,776,250,Healthy
INV00001802,20260625,W000009,P000054,1369,332,412,4,1285,250,Healthy
INV00001803,20260625,W000009,P000053,1345,236,726,9,846,250,Healthy
INV00001804,20260625,W000009,P000052,1223,122,904,3,438,250,Medium Stock
INV00001805,20260625,W000009,P000089,1361,81,781,6,655,250,Healthy
INV00001806,20260625,W000009,P000090,867,174,421,9,611,250,Healthy
INV00001807,20260625,W000009,P000091,1241,222,872,5,586,250,Healthy
INV00001808,20260625,W000009,P000092,1357,355,825,2,885,250,Healthy
INV00001809,20260625,W000009,P000085,1478,342,523,9,1288,250,Healthy
INV00001810,20260625,W000009,P000086,1298,58,877,9,470,250,Medium Stock
INV00001811,20260625,W000009,P000087,1274,166,856,1,583,250,Healthy
INV00001812,20260625,W000009,P000088,1255,90,584,6,755,250,Healthy
INV00001813,20260625,W000009,P000093,871,55,573,5,348,250,Medium Stock
INV00001814,20260625,W000009,P000094,1306,330,1003,0,633,250,Healthy
INV00001815,20260625,W000009,P000010,892,111,342,9,652,250,Healthy
INV00001816,20260625,W000009,P000011,1451,414,373,2,1490,250,Healthy
INV00001817,20260625,W000009,P000012,1476,76,773,8,771,250,Healthy
INV00001818,20260625,W000009,P000013,1098,199,889,9,399,250,Medium Stock
INV00001819,20260625,W000009,P000014,1257,100,481,10,866,250,Healthy
INV00001820,20260625,W000009,P000015,1124,153,838,10,429,250,Medium Stock
INV00001821,20260625,W000009,P000016,1111,222,1001,5,327,250,Medium Stock
INV00001822,20260625,W000009,P000017,891,4,701,6,188,250,Low Stock
INV00001823,20260625,W000009,P000018,930,150,279,5,796,250,Healthy
INV00001824,20260625,W000009,P000022,1362,27,277,8,1104,250,Healthy
INV00001825,20260625,W000009,P000023,1167,56,532,0,691,250,Healthy
INV00001826,20260625,W000009,P000024,1040,221,971,9,281,250,Medium Stock
INV00001827,20260625,W000009,P000019,1203,320,629,6,888,250,Healthy
INV00001828,20260625,W000009,P000020,1215,195,727,8,675,250,Healthy
INV00001829,20260625,W000009,P000021,1016,88,706,2,396,250,Medium Stock
INV00001830,20260625,W000009,P000028,992,284,648,5,623,250,Healthy
INV00001831,20260625,W000009,P000029,1227,78,556,10,739,250,Healthy
INV00001832,20260625,W000009,P000030,928,68,210,1,785,250,Healthy
INV00001833,20260625,W000009,P000025,1463,8,441,7,1023,250,Healthy
INV00001834,20260625,W000009,P000026,1473,223,1337,2,357,250,Medium Stock
INV00001835,20260625,W000009,P000027,886,70,616,7,333,250,Medium Stock
INV00001836,20260625,W000009,P000034,1418,217,965,2,668,250,Healthy
INV00001837,20260625,W000009,P000035,1265,260,739,8,778,250,Healthy
INV00001838,20260625,W000009,P000036,1260,196,654,3,799,250,Healthy
INV00001839,20260625,W000009,P000031,990,217,860,0,347,250,Medium Stock
INV00001840,20260625,W000009,P000032,1391,255,1196,3,447,250,Medium Stock
INV00001841,20260625,W000009,P000033,1313,137,710,8,732,250,Healthy
INV00001842,20260625,W000009,P000007,1390,187,349,0,1228,250,Healthy
INV00001843,20260625,W000009,P000008,1381,247,1046,5,577,250,Healthy
INV00001844,20260625,W000009,P000009,915,246,313,2,846,250,Healthy
INV00001845,20260625,W000009,P000001,1339,384,916,7,800,250,Healthy
INV00001846,20260625,W000009,P000002,1329,40,808,9,552,250,Healthy
INV00001847,20260625,W000009,P000003,890,125,686,10,319,250,Medium Stock
INV00001848,20260625,W000009,P000004,1479,342,523,10,1288,250,Healthy
INV00001849,20260625,W000009,P000005,1448,276,983,9,732,250,Healthy
INV00001850,20260625,W000009,P000006,854,175,752,0,277,250,Medium Stock
INV00001851,20260625,W000009,P000109,1280,232,826,7,679,250,Healthy
INV00001852,20260625,W000009,P000108,1387,375,1030,6,726,250,Healthy
INV00001853,20260625,W000009,P000107,1161,150,558,2,751,250,Healthy
INV00001854,20260625,W000009,P000110,836,177,513,9,491,250,Medium Stock
INV00001855,20260625,W000009,P000105,1066,31,863,7,227,250,Low Stock
INV00001856,20260625,W000009,P000104,1392,86,881,0,597,250,Healthy
INV00001857,20260625,W000009,P000103,1472,149,1152,9,460,250,Medium Stock
INV00001858,20260625,W000009,P000106,827,73,676,1,223,250,Low Stock
INV00001859,20260625,W000009,P000097,929,258,315,4,868,250,Healthy
INV00001860,20260625,W000009,P000096,1058,67,855,4,266,250,Medium Stock
INV00001861,20260625,W000009,P000095,1081,131,256,1,955,250,Healthy
INV00001862,20260625,W000009,P000098,1418,89,906,2,599,250,Healthy
INV00001863,20260625,W000009,P000101,1474,228,718,2,982,250,Healthy
INV00001864,20260625,W000009,P000100,1067,120,733,2,452,250,Medium Stock
INV00001865,20260625,W000009,P000099,1340,16,622,1,733,250,Healthy
INV00001866,20260625,W000009,P000102,948,78,712,6,308,250,Medium Stock
INV00001867,20260625,W000009,P000117,1192,121,938,7,368,250,Medium Stock
INV00001868,20260625,W000009,P000116,1452,85,522,9,1006,250,Healthy
INV00001869,20260625,W000009,P000115,1153,27,893,4,283,250,Medium Stock
INV00001870,20260625,W000009,P000118,918,26,359,7,578,250,Healthy
INV00001871,20260625,W000009,P000113,1208,243,598,7,846,250,Healthy
INV00001872,20260625,W000009,P000112,1345,119,680,10,774,250,Healthy
INV00001873,20260625,W000009,P000111,1199,242,556,2,883,250,Healthy
INV00001874,20260625,W000009,P000114,1343,222,325,4,1236,250,Healthy
INV00001875,20260625,W000009,P000158,1259,195,984,5,465,250,Medium Stock
INV00001876,20260625,W000009,P000155,1342,349,1316,0,375,250,Medium Stock
INV00001877,20260625,W000009,P000156,899,181,658,9,413,250,Medium Stock
INV00001878,20260625,W000009,P000157,1467,439,939,5,962,250,Healthy
INV00001879,20260625,W000009,P000154,1076,136,342,4,866,250,Healthy
INV00001880,20260625,W000009,P000151,1470,299,1154,7,608,250,Healthy
INV00001881,20260625,W000009,P000152,1491,383,869,10,995,250,Healthy
INV00001882,20260625,W000009,P000153,1402,394,758,8,1030,250,Healthy
INV00001883,20260625,W000009,P000174,1145,92,567,8,662,250,Healthy
INV00001884,20260625,W000009,P000171,810,172,204,1,777,250,Healthy
INV00001885,20260625,W000009,P000172,812,105,283,8,626,250,Healthy
INV00001886,20260625,W000009,P000173,906,228,585,3,546,250,Healthy
INV00001887,20260625,W000009,P000170,1090,128,440,0,778,250,Healthy
INV00001888,20260625,W000009,P000167,824,158,290,0,692,250,Healthy
INV00001889,20260625,W000009,P000168,1408,336,792,9,943,250,Healthy
INV00001890,20260625,W000009,P000169,1453,62,1028,1,486,250,Medium Stock
INV00001891,20260625,W000009,P000146,888,66,574,10,370,250,Medium Stock
INV00001892,20260625,W000009,P000143,1463,289,728,1,1023,250,Healthy
INV00001893,20260625,W000009,P000144,988,129,524,7,586,250,Healthy
INV00001894,20260625,W000009,P000145,1476,38,956,7,551,250,Healthy
INV00001895,20260625,W000009,P000150,1083,218,968,10,323,250,Medium Stock
INV00001896,20260625,W000009,P000147,1131,131,417,1,844,250,Healthy
INV00001897,20260625,W000009,P000148,1083,31,613,6,495,250,Medium Stock
INV00001898,20260625,W000009,P000149,1140,30,498,4,668,250,Healthy
INV00001899,20260625,W000009,P000166,982,225,312,7,888,250,Healthy
INV00001900,20260625,W000009,P000163,1005,201,423,10,773,250,Healthy
INV00001901,20260625,W000009,P000164,1303,55,418,8,932,250,Healthy
INV00001902,20260625,W000009,P000165,1241,111,898,10,444,250,Medium Stock
INV00001903,20260625,W000009,P000162,908,226,491,1,642,250,Healthy
INV00001904,20260625,W000009,P000159,835,18,242,9,602,250,Healthy
INV00001905,20260625,W000009,P000160,1056,228,275,7,1002,250,Healthy
INV00001906,20260625,W000009,P000161,952,0,228,10,714,250,Healthy
INV00001907,20260625,W000009,P000121,1199,136,422,5,908,250,Healthy
INV00001908,20260625,W000009,P000120,1200,294,301,8,1185,250,Healthy
INV00001909,20260625,W000009,P000119,1302,244,755,6,785,250,Healthy
INV00001910,20260625,W000009,P000122,871,115,200,6,780,250,Healthy
INV00001911,20260625,W000009,P000125,1293,62,851,8,496,250,Medium Stock
INV00001912,20260625,W000009,P000124,1167,170,965,4,368,250,Medium Stock
INV00001913,20260625,W000009,P000123,1210,28,894,10,334,250,Medium Stock
INV00001914,20260625,W000009,P000126,892,187,762,5,312,250,Medium Stock
INV00001915,20260625,W000009,P000137,882,235,519,10,588,250,Healthy
INV00001916,20260625,W000009,P000136,1007,90,786,0,311,250,Medium Stock
INV00001917,20260625,W000009,P000135,1193,338,501,4,1026,250,Healthy
INV00001918,20260625,W000009,P000138,1199,54,895,5,353,250,Medium Stock
INV00001919,20260625,W000009,P000141,1298,43,915,7,419,250,Medium Stock
INV00001920,20260625,W000009,P000140,994,71,249,3,813,250,Healthy
INV00001921,20260625,W000009,P000139,825,184,445,7,557,250,Healthy
INV00001922,20260625,W000009,P000142,1198,32,799,10,421,250,Medium Stock
INV00001923,20260625,W000009,P000133,1115,255,820,7,543,250,Healthy
INV00001924,20260625,W000009,P000132,816,9,338,0,487,250,Medium Stock
INV00001925,20260625,W000009,P000131,1145,21,648,1,517,250,Healthy
INV00001926,20260625,W000009,P000134,1016,267,725,10,548,250,Healthy
INV00001927,20260625,W000009,P000129,1349,76,1043,9,373,250,Medium Stock
INV00001928,20260625,W000009,P000128,1038,36,251,2,821,250,Healthy
INV00001929,20260625,W000009,P000127,1300,334,345,7,1282,250,Healthy
INV00001930,20260625,W000009,P000130,1433,23,539,10,907,250,Healthy
INV00001931,20260625,W000009,P000181,933,7,364,10,566,250,Healthy
INV00001932,20260625,W000009,P000182,851,157,300,7,701,250,Healthy
INV00001933,20260625,W000009,P000183,1425,87,1157,9,346,250,Medium Stock
INV00001934,20260625,W000009,P000184,865,54,299,7,613,250,Healthy
INV00001935,20260625,W000009,P000185,1409,409,814,1,1003,250,Healthy
INV00001936,20260625,W000009,P000186,1007,218,590,10,625,250,Healthy
INV00001937,20260625,W000009,P000178,1211,166,398,10,969,250,Healthy
INV00001938,20260625,W000009,P000179,1389,279,473,5,1190,250,Healthy
INV00001939,20260625,W000009,P000180,1018,23,815,2,224,250,Low Stock
INV00001940,20260625,W000009,P000175,1143,32,358,4,813,250,Healthy
INV00001941,20260625,W000009,P000176,944,212,403,5,748,250,Healthy
INV00001942,20260625,W000009,P000177,1366,84,739,3,708,250,Healthy
INV00001943,20260625,W000009,P000187,1395,20,419,1,995,250,Healthy
INV00001944,20260625,W000009,P000189,1447,313,1122,2,636,250,Healthy
INV00001945,20260625,W000009,P000188,816,225,706,1,334,250,Medium Stock
INV00001946,20260625,W000009,P000195,806,1,252,1,554,250,Healthy
INV00001947,20260625,W000009,P000194,1467,303,935,6,829,250,Healthy
INV00001948,20260625,W000009,P000193,1287,354,457,3,1181,250,Healthy
INV00001949,20260625,W000009,P000192,946,138,751,7,326,250,Medium Stock
INV00001950,20260625,W000009,P000191,1221,122,446,9,888,250,Healthy
INV00001951,20260625,W000009,P000190,838,152,382,7,601,250,Healthy
INV00001952,20260625,W000010,P000070,1426,45,936,4,531,250,Healthy
INV00001953,20260625,W000010,P000071,1156,214,278,8,1084,250,Healthy
INV00001954,20260625,W000010,P000072,1041,98,347,8,784,250,Healthy
INV00001955,20260625,W000010,P000067,897,185,768,8,306,250,Medium Stock
INV00001956,20260625,W000010,P000068,1024,237,893,10,358,250,Medium Stock
INV00001957,20260625,W000010,P000069,1013,141,284,3,867,250,Healthy
INV00001958,20260625,W000010,P000079,915,76,683,7,301,250,Medium Stock
INV00001959,20260625,W000010,P000080,980,81,256,0,805,250,Healthy
INV00001960,20260625,W000010,P000081,1460,186,620,3,1023,250,Healthy
INV00001961,20260625,W000010,P000082,1245,128,616,9,748,250,Healthy
INV00001962,20260625,W000010,P000083,1264,22,363,0,923,250,Healthy
INV00001963,20260625,W000010,P000084,1350,90,449,0,991,250,Healthy
INV00001964,20260625,W000010,P000076,1296,263,429,1,1129,250,Healthy
INV00001965,20260625,W000010,P000077,1040,227,859,9,399,250,Medium Stock
INV00001966,20260625,W000010,P000078,1133,214,472,10,865,250,Healthy
INV00001967,20260625,W000010,P000073,1133,117,362,5,883,250,Healthy
INV00001968,20260625,W000010,P000074,1033,50,458,6,619,250,Healthy
INV00001969,20260625,W000010,P000075,1004,192,464,1,731,250,Healthy
INV00001970,20260625,W000010,P000063,1282,299,812,0,769,250,Healthy
INV00001971,20260625,W000010,P000062,1246,74,485,9,826,250,Healthy
INV00001972,20260625,W000010,P000061,1265,91,667,5,684,250,Healthy
INV00001973,20260625,W000010,P000066,939,234,432,10,731,250,Healthy
INV00001974,20260625,W000010,P000065,1167,138,468,5,832,250,Healthy
INV00001975,20260625,W000010,P000064,930,16,250,4,692,250,Healthy
INV00001976,20260625,W000010,P000060,939,56,675,7,313,250,Medium Stock
INV00001977,20260625,W000010,P000059,1228,87,1041,5,269,250,Medium Stock
INV00001978,20260625,W000010,P000058,1025,151,853,2,321,250,Medium Stock
INV00001979,20260625,W000010,P000057,1453,313,701,9,1056,250,Healthy
INV00001980,20260625,W000010,P000056,1366,117,384,6,1093,250,Healthy
INV00001981,20260625,W000010,P000055,1334,250,1198,3,383,250,Medium Stock
INV00001982,20260625,W000010,P000039,1405,242,1186,7,454,250,Medium Stock
INV00001983,20260625,W000010,P000038,1085,7,656,3,433,250,Medium Stock
INV00001984,20260625,W000010,P000037,1053,167,688,9,523,250,Healthy
INV00001985,20260625,W000010,P000042,1027,302,417,9,903,250,Healthy
INV00001986,20260625,W000010,P000041,805,106,227,0,684,250,Healthy
INV00001987,20260625,W000010,P000040,1281,375,1118,8,530,250,Healthy
INV00001988,20260625,W000010,P000045,834,108,731,6,205,250,Low Stock
INV00001989,20260625,W000010,P000044,1290,356,1170,1,475,250,Medium Stock
INV00001990,20260625,W000010,P000043,1263,253,549,1,966,250,Healthy
INV00001991,20260625,W000010,P000048,1371,385,376,6,1374,250,Healthy
INV00001992,20260625,W000010,P000047,1023,67,585,4,501,250,Healthy
INV00001993,20260625,W000010,P000046,1044,46,234,7,849,250,Healthy
INV00001994,20260625,W000010,P000051,1485,156,493,7,1141,250,Healthy
INV00001995,20260625,W000010,P000050,1384,382,402,7,1357,250,Healthy
INV00001996,20260625,W000010,P000049,1274,70,988,6,350,250,Medium Stock
INV00001997,20260625,W000010,P000054,989,189,876,7,295,250,Medium Stock
INV00001998,20260625,W000010,P000053,1448,0,931,1,516,250,Healthy
INV00001999,20260625,W000010,P000052,1194,353,649,8,890,250,Healthy
INV00002000,20260625,W000010,P000089,833,75,617,4,287,250,Medium Stock
INV00002001,20260625,W000010,P000090,1427,277,764,10,930,250,Healthy
INV00002002,20260625,W000010,P000091,882,171,266,8,779,250,Healthy
INV00002003,20260625,W000010,P000092,1490,186,1244,0,432,250,Medium Stock
INV00002004,20260625,W000010,P000085,913,196,595,7,507,250,Healthy
INV00002005,20260625,W000010,P000086,1433,20,664,5,784,250,Healthy
INV00002006,20260625,W000010,P000087,979,286,974,1,290,250,Medium Stock
INV00002007,20260625,W000010,P000088,1374,363,766,2,969,250,Healthy
INV00002008,20260625,W000010,P000093,1142,122,804,1,459,250,Medium Stock
INV00002009,20260625,W000010,P000094,1464,244,770,3,935,250,Healthy
INV00002010,20260625,W000010,P000010,1128,180,534,8,766,250,Healthy
INV00002011,20260625,W000010,P000011,1496,216,909,0,803,250,Healthy
INV00002012,20260625,W000010,P000012,864,190,563,7,484,250,Medium Stock
INV00002013,20260625,W000010,P000013,1297,256,849,1,703,250,Healthy
INV00002014,20260625,W000010,P000014,1281,363,872,10,762,250,Healthy
INV00002015,20260625,W000010,P000015,1345,149,760,9,725,250,Healthy
INV00002016,20260625,W000010,P000016,1176,344,1013,1,506,250,Healthy
INV00002017,20260625,W000010,P000017,992,234,334,1,891,250,Healthy
INV00002018,20260625,W000010,P000018,1200,91,553,1,737,250,Healthy
INV00002019,20260625,W000010,P000022,911,84,481,1,513,250,Healthy
INV00002020,20260625,W000010,P000023,951,254,395,3,807,250,Healthy
INV00002021,20260625,W000010,P000024,1333,321,353,4,1297,250,Healthy
INV00002022,20260625,W000010,P000019,1226,349,869,2,704,250,Healthy
INV00002023,20260625,W000010,P000020,1285,177,722,7,733,250,Healthy
INV00002024,20260625,W000010,P000021,1460,10,592,3,875,250,Healthy
INV00002025,20260625,W000010,P000028,864,11,412,8,455,250,Medium Stock
INV00002026,20260625,W000010,P000029,1460,171,747,9,875,250,Healthy
INV00002027,20260625,W000010,P000030,1151,335,958,5,523,250,Healthy
INV00002028,20260625,W000010,P000025,1297,303,1001,8,591,250,Healthy
INV00002029,20260625,W000010,P000026,1361,227,785,4,799,250,Healthy
INV00002030,20260625,W000010,P000027,1380,67,1097,4,346,250,Medium Stock
INV00002031,20260625,W000010,P000034,975,133,453,7,648,250,Healthy
INV00002032,20260625,W000010,P000035,1180,147,1053,0,274,250,Medium Stock
INV00002033,20260625,W000010,P000036,951,180,517,7,607,250,Healthy
INV00002034,20260625,W000010,P000031,970,82,758,4,290,250,Medium Stock
INV00002035,20260625,W000010,P000032,986,89,372,2,701,250,Healthy
INV00002036,20260625,W000010,P000033,1043,59,262,5,835,250,Healthy
INV00002037,20260625,W000010,P000007,1388,64,741,4,707,250,Healthy
INV00002038,20260625,W000010,P000008,1178,94,464,8,800,250,Healthy
INV00002039,20260625,W000010,P000009,835,170,525,5,475,250,Medium Stock
INV00002040,20260625,W000010,P000001,951,190,687,8,446,250,Medium Stock
INV00002041,20260625,W000010,P000002,966,273,555,1,683,250,Healthy
INV00002042,20260625,W000010,P000003,825,103,696,2,230,250,Low Stock
INV00002043,20260625,W000010,P000004,1269,163,445,0,987,250,Healthy
INV00002044,20260625,W000010,P000005,1359,259,662,10,946,250,Healthy
INV00002045,20260625,W000010,P000006,1102,242,564,9,771,250,Healthy
INV00002046,20260625,W000010,P000109,1482,75,1129,9,419,250,Medium Stock
INV00002047,20260625,W000010,P000108,1252,173,990,1,434,250,Medium Stock
INV00002048,20260625,W000010,P000107,1290,20,404,10,896,250,Healthy
INV00002049,20260625,W000010,P000110,1364,59,599,0,824,250,Healthy
INV00002050,20260625,W000010,P000105,1211,316,1166,3,358,250,Medium Stock
INV00002051,20260625,W000010,P000104,1256,182,381,5,1052,250,Healthy
INV00002052,20260625,W000010,P000103,856,99,730,3,222,250,Low Stock
INV00002053,20260625,W000010,P000106,1084,100,259,1,924,250,Healthy
INV00002054,20260625,W000010,P000097,1351,228,1008,10,561,250,Healthy
INV00002055,20260625,W000010,P000096,889,262,633,3,515,250,Healthy
INV00002056,20260625,W000010,P000095,1302,162,909,9,546,250,Healthy
INV00002057,20260625,W000010,P000098,1323,28,952,5,394,250,Medium Stock
INV00002058,20260625,W000010,P000101,1207,75,989,6,287,250,Medium Stock
INV00002059,20260625,W000010,P000100,1178,197,656,0,719,250,Healthy
INV00002060,20260625,W000010,P000099,1091,176,612,4,651,250,Healthy
INV00002061,20260625,W000010,P000102,1256,287,397,3,1143,250,Healthy
INV00002062,20260625,W000010,P000117,1254,212,1115,7,344,250,Medium Stock
INV00002063,20260625,W000010,P000116,1095,83,669,6,503,250,Healthy
INV00002064,20260625,W000010,P000115,942,44,344,3,639,250,Healthy
INV00002065,20260625,W000010,P000118,1110,243,807,5,541,250,Healthy
INV00002066,20260625,W000010,P000113,867,192,301,0,758,250,Healthy
INV00002067,20260625,W000010,P000112,1219,327,588,6,952,250,Healthy
INV00002068,20260625,W000010,P000111,979,284,725,9,529,250,Healthy
INV00002069,20260625,W000010,P000114,940,102,398,6,638,250,Healthy
INV00002070,20260625,W000010,P000158,1096,283,777,0,602,250,Healthy
INV00002071,20260625,W000010,P000155,1109,299,592,7,809,250,Healthy
INV00002072,20260625,W000010,P000156,1372,378,1299,3,448,250,Medium Stock
